experiment,data_type,test_data,num_train,train_breakdown,train_type,num_test,test_breakdown,test_type,num_overlap,overlap_type,th_runs,subset,plda_rank,c_fa,c_miss,p_target,O1,O2,train-test_split,output_data,output_metrics,mindcf_fp_rate,mindcf_precision,mindcf_recall,mindcf_mcc,mindcf_fscore,mindcf_accuracy,mindcf_confusion,mindcf_threshold,mindcf_average,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),w,5,w,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/w/ms_tr500_all_te55_1_o5_s_10.csv,./Speech_risk/outputs/task-across/w/both_ms_tr500_all_te55_1_o5_s_10_r100_s100data.json,./Speech_risk/outputs/task-across/w/both_ms_tr500_all_te55_1_o5_s_10_r100_s100metrics.json,0.000109111,0.4,0.4,0.399890889,0.4,0.999781818,"[[    2     3]
 [    3 27492]]",16.79059222,0.001181129,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),w,5,w,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/w/ms_tr500_all_te55_1_o5_s_14.csv,./Speech_risk/outputs/task-across/w/both_ms_tr500_all_te55_1_o5_s_14_r100_s100data.json,./Speech_risk/outputs/task-across/w/both_ms_tr500_all_te55_1_o5_s_14_r100_s100metrics.json,0,1,0.2,0.447181069,0.333333333,0.999854545,"[[    1     4]
 [    0 27495]]",16.42978331,0.00123233,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),w,5,w,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/w/ms_tr500_all_te55_1_o5_s_15.csv,./Speech_risk/outputs/task-across/w/both_ms_tr500_all_te55_1_o5_s_15_r100_s100data.json,./Speech_risk/outputs/task-across/w/both_ms_tr500_all_te55_1_o5_s_15_r100_s100metrics.json,0,1,0.6,0.774568499,0.75,0.999927273,"[[    3     2]
 [    0 27495]]",17.69248817,0.001312426,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),w,5,w,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/w/ms_tr500_all_te55_1_o5_s_16.csv,./Speech_risk/outputs/task-across/w/both_ms_tr500_all_te55_1_o5_s_16_r100_s100data.json,./Speech_risk/outputs/task-across/w/both_ms_tr500_all_te55_1_o5_s_16_r100_s100metrics.json,0.000145481,0.2,0.2,0.199854519,0.2,0.999709091,"[[    1     4]
 [    4 27491]]",17.21382465,0.001335893,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),w,5,w,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/w/ms_tr500_all_te55_1_o5_s_17.csv,./Speech_risk/outputs/task-across/w/both_ms_tr500_all_te55_1_o5_s_17_r100_s100data.json,./Speech_risk/outputs/task-across/w/both_ms_tr500_all_te55_1_o5_s_17_r100_s100metrics.json,3.64E-05,0.5,0.2,0.316153012,0.285714286,0.999818182,"[[    1     4]
 [    1 27494]]",17.56503972,0.001132642,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),w,5,w,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/w/ms_tr500_all_te55_1_o5_s_18.csv,./Speech_risk/outputs/task-across/w/both_ms_tr500_all_te55_1_o5_s_18_r100_s100data.json,./Speech_risk/outputs/task-across/w/both_ms_tr500_all_te55_1_o5_s_18_r100_s100metrics.json,0,1,0.4,0.632421031,0.571428571,0.999890909,"[[    2     3]
 [    0 27495]]",17.58816289,0.001333783,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),w,5,w,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/w/ms_tr500_all_te55_1_o5_s_19.csv,./Speech_risk/outputs/task-across/w/both_ms_tr500_all_te55_1_o5_s_19_r100_s100data.json,./Speech_risk/outputs/task-across/w/both_ms_tr500_all_te55_1_o5_s_19_r100_s100metrics.json,0,1,0.4,0.632421031,0.571428571,0.999890909,"[[    2     3]
 [    0 27495]]",17.2087715,0.001219153,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),grandfather,5,grandfather,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/grandfather/ms_tr500_all_te55_1_o5_s_4.csv,./Speech_risk/outputs/task-across/grandfather/both_ms_tr500_all_te55_1_o5_s_4_r100_s100data_1.json,./Speech_risk/outputs/task-across/grandfather/both_ms_tr500_all_te55_1_o5_s_4_r100_s100metrics_1.json,0.000181851,0.444444444,0.8,0.596192619,0.571428571,0.999781818,"[[    4     1]
 [    5 27490]]",16.83163557,0.001432346,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),grandfather,5,grandfather,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/grandfather/ms_tr500_all_te55_1_o5_s_2.csv,./Speech_risk/outputs/task-across/grandfather/both_ms_tr500_all_te55_1_o5_s_2_r100_s100data_1.json,./Speech_risk/outputs/task-across/grandfather/both_ms_tr500_all_te55_1_o5_s_2_r100_s100metrics_1.json,0.000181851,0.444444444,0.8,0.596192619,0.571428571,0.999781818,"[[    4     1]
 [    5 27490]]",16.57936271,0.001360968,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),grandfather,5,grandfather,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/grandfather/ms_tr500_all_te55_1_o5_s_3.csv,./Speech_risk/outputs/task-across/grandfather/both_ms_tr500_all_te55_1_o5_s_3_r100_s100data_1.json,./Speech_risk/outputs/task-across/grandfather/both_ms_tr500_all_te55_1_o5_s_3_r100_s100metrics_1.json,0.000181851,0.444444444,0.8,0.596192619,0.571428571,0.999781818,"[[    4     1]
 [    5 27490]]",16.80664873,0.001297217,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),grandfather,5,grandfather,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/grandfather/ms_tr500_all_te55_1_o5_s_5.csv,./Speech_risk/outputs/task-across/grandfather/both_ms_tr500_all_te55_1_o5_s_5_r100_s100data_1.json,./Speech_risk/outputs/task-across/grandfather/both_ms_tr500_all_te55_1_o5_s_5_r100_s100metrics_1.json,7.27E-05,0.666666667,0.8,0.73024362,0.727272727,0.999890909,"[[    4     1]
 [    2 27493]]",16.9699171,0.001228762,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),grandfather,5,grandfather,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/grandfather/ms_tr500_all_te55_1_o5_s_1.csv,./Speech_risk/outputs/task-across/grandfather/both_ms_tr500_all_te55_1_o5_s_1_r100_s100data_1.json,./Speech_risk/outputs/task-across/grandfather/both_ms_tr500_all_te55_1_o5_s_1_r100_s100metrics_1.json,0.000218221,0.454545455,1,0.674126296,0.625,0.999781818,"[[    5     0]
 [    6 27489]]",16.91099676,0.001101575,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),grandfather,5,grandfather,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/grandfather/ms_tr500_all_te55_1_o5_s_7.csv,./Speech_risk/outputs/task-across/grandfather/both_ms_tr500_all_te55_1_o5_s_7_r100_s100data_1.json,./Speech_risk/outputs/task-across/grandfather/both_ms_tr500_all_te55_1_o5_s_7_r100_s100metrics_1.json,0.000109111,0.625,1,0.790526284,0.769230769,0.999890909,"[[    5     0]
 [    3 27492]]",17.46452468,0.001141991,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),grandfather,5,grandfather,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/grandfather/ms_tr500_all_te55_1_o5_s_6.csv,./Speech_risk/outputs/task-across/grandfather/both_ms_tr500_all_te55_1_o5_s_6_r100_s100data_1.json,./Speech_risk/outputs/task-across/grandfather/both_ms_tr500_all_te55_1_o5_s_6_r100_s100metrics_1.json,0.000145481,0.5,0.8,0.63237502,0.615384615,0.999818182,"[[    4     1]
 [    4 27491]]",17.24247606,0.001282136,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),grandfather,5,grandfather,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/grandfather/ms_tr500_all_te55_1_o5_s_8.csv,./Speech_risk/outputs/task-across/grandfather/both_ms_tr500_all_te55_1_o5_s_8_r100_s100data_1.json,./Speech_risk/outputs/task-across/grandfather/both_ms_tr500_all_te55_1_o5_s_8_r100_s100metrics_1.json,0.000363702,0.333333333,1,0.577245268,0.5,0.999636364,"[[    5     0]
 [   10 27485]]",17.36811215,0.001407888,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),grandfather,5,grandfather,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/grandfather/ms_tr500_all_te55_1_o5_s_9.csv,./Speech_risk/outputs/task-across/grandfather/both_ms_tr500_all_te55_1_o5_s_9_r100_s100data_1.json,./Speech_risk/outputs/task-across/grandfather/both_ms_tr500_all_te55_1_o5_s_9_r100_s100metrics_1.json,0.000145481,0.555555556,1,0.745301773,0.714285714,0.999854545,"[[    5     0]
 [    4 27491]]",16.28352302,0.001207756,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),grandfather,5,grandfather,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/grandfather/ms_tr500_all_te55_1_o5_s_10.csv,./Speech_risk/outputs/task-across/grandfather/both_ms_tr500_all_te55_1_o5_s_10_r100_s100data_1.json,./Speech_risk/outputs/task-across/grandfather/both_ms_tr500_all_te55_1_o5_s_10_r100_s100metrics_1.json,0.000181851,0.444444444,0.8,0.596192619,0.571428571,0.999781818,"[[    4     1]
 [    5 27490]]",16.15587545,0.001352709,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),grandfather,5,grandfather,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/grandfather/ms_tr500_all_te55_1_o5_s_12.csv,./Speech_risk/outputs/task-across/grandfather/both_ms_tr500_all_te55_1_o5_s_12_r100_s100data_1.json,./Speech_risk/outputs/task-across/grandfather/both_ms_tr500_all_te55_1_o5_s_12_r100_s100metrics_1.json,0.000218221,0.454545455,1,0.674126296,0.625,0.999781818,"[[    5     0]
 [    6 27489]]",16.14892519,0.001423782,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),grandfather,5,grandfather,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/grandfather/ms_tr500_all_te55_1_o5_s_11.csv,./Speech_risk/outputs/task-across/grandfather/both_ms_tr500_all_te55_1_o5_s_11_r100_s100data_1.json,./Speech_risk/outputs/task-across/grandfather/both_ms_tr500_all_te55_1_o5_s_11_r100_s100metrics_1.json,0.000218221,0.4,0.8,0.565582547,0.533333333,0.999745455,"[[    4     1]
 [    6 27489]]",16.76228541,0.001288451,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),grandfather,5,grandfather,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/grandfather/ms_tr500_all_te55_1_o5_s_13.csv,./Speech_risk/outputs/task-across/grandfather/both_ms_tr500_all_te55_1_o5_s_13_r100_s100data_1.json,./Speech_risk/outputs/task-across/grandfather/both_ms_tr500_all_te55_1_o5_s_13_r100_s100metrics_1.json,0.000181851,0.444444444,0.8,0.596192619,0.571428571,0.999781818,"[[    4     1]
 [    5 27490]]",17.38877933,0.001352024,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),grandfather,5,grandfather,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/grandfather/ms_tr500_all_te55_1_o5_s_14.csv,./Speech_risk/outputs/task-across/grandfather/both_ms_tr500_all_te55_1_o5_s_14_r100_s100data_1.json,./Speech_risk/outputs/task-across/grandfather/both_ms_tr500_all_te55_1_o5_s_14_r100_s100metrics_1.json,0.000181851,0.444444444,0.8,0.596192619,0.571428571,0.999781818,"[[    4     1]
 [    5 27490]]",16.31528727,0.001420131,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),grandfather,5,grandfather,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/grandfather/ms_tr500_all_te55_1_o5_s_15.csv,./Speech_risk/outputs/task-across/grandfather/both_ms_tr500_all_te55_1_o5_s_15_r100_s100data_1.json,./Speech_risk/outputs/task-across/grandfather/both_ms_tr500_all_te55_1_o5_s_15_r100_s100metrics_1.json,0.000181851,0.5,1,0.707042484,0.666666667,0.999818182,"[[    5     0]
 [    5 27490]]",17.30494624,0.001300621,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),grandfather,5,grandfather,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/grandfather/ms_tr500_all_te55_1_o5_s_16.csv,./Speech_risk/outputs/task-across/grandfather/both_ms_tr500_all_te55_1_o5_s_16_r100_s100data_1.json,./Speech_risk/outputs/task-across/grandfather/both_ms_tr500_all_te55_1_o5_s_16_r100_s100metrics_1.json,0.000145481,0.555555556,1,0.745301773,0.714285714,0.999854545,"[[    5     0]
 [    4 27491]]",17.65434334,0.001559811,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),grandfather,5,grandfather,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/grandfather/ms_tr500_all_te55_1_o5_s_17.csv,./Speech_risk/outputs/task-across/grandfather/both_ms_tr500_all_te55_1_o5_s_17_r100_s100data_1.json,./Speech_risk/outputs/task-across/grandfather/both_ms_tr500_all_te55_1_o5_s_17_r100_s100metrics_1.json,0.000181851,0.5,1,0.707042484,0.666666667,0.999818182,"[[    5     0]
 [    5 27490]]",17.12822496,0.00134957,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),grandfather,5,grandfather,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/grandfather/ms_tr500_all_te55_1_o5_s_19.csv,./Speech_risk/outputs/task-across/grandfather/both_ms_tr500_all_te55_1_o5_s_19_r100_s100data_1.json,./Speech_risk/outputs/task-across/grandfather/both_ms_tr500_all_te55_1_o5_s_19_r100_s100metrics_1.json,0.000254592,0.363636364,0.8,0.539247085,0.5,0.999709091,"[[    4     1]
 [    7 27488]]",17.12734032,0.00130149,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),grandfather,5,grandfather,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/grandfather/ms_tr500_all_te55_1_o5_s_18.csv,./Speech_risk/outputs/task-across/grandfather/both_ms_tr500_all_te55_1_o5_s_18_r100_s100data_1.json,./Speech_risk/outputs/task-across/grandfather/both_ms_tr500_all_te55_1_o5_s_18_r100_s100metrics_1.json,0.000109111,0.571428571,0.8,0.676055777,0.666666667,0.999854545,"[[    4     1]
 [    3 27492]]",16.50348485,0.001433079,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),grandfather,5,grandfather,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/grandfather/ms_tr500_all_te55_1_o5_s.csv,./Speech_risk/outputs/task-across/grandfather/both_ms_tr500_all_te55_1_o5_s_r100_s100data.json,./Speech_risk/outputs/task-across/grandfather/both_ms_tr500_all_te55_1_o5_s_r100_s100metrics.json,7.27E-05,0.714285714,1,0.845123516,0.833333333,0.999927273,"[[    5     0]
 [    2 27493]]",16.46015128,0.001269206,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),pool,5,pool,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/pool/ms_tr500_all_te55_1_o5_s_2.csv,./Speech_risk/outputs/task-across/pool/both_ms_tr500_all_te55_1_o5_s_2_r100_s100data.json,./Speech_risk/outputs/task-across/pool/both_ms_tr500_all_te55_1_o5_s_2_r100_s100metrics.json,0.000145481,0.428571429,0.6,0.506988039,0.5,0.999781818,"[[    3     2]
 [    4 27491]]",17.18595159,0.001184544,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),pool,5,pool,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/pool/ms_tr500_all_te55_1_o5_s_3.csv,./Speech_risk/outputs/task-across/pool/both_ms_tr500_all_te55_1_o5_s_3_r100_s100data.json,./Speech_risk/outputs/task-across/pool/both_ms_tr500_all_te55_1_o5_s_3_r100_s100metrics.json,3.64E-05,0.5,0.2,0.316153012,0.285714286,0.999818182,"[[    1     4]
 [    1 27494]]",17.28621709,0.001338033,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),pool,5,pool,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/pool/ms_tr500_all_te55_1_o5_s_1.csv,./Speech_risk/outputs/task-across/pool/both_ms_tr500_all_te55_1_o5_s_1_r100_s100data.json,./Speech_risk/outputs/task-across/pool/both_ms_tr500_all_te55_1_o5_s_1_r100_s100metrics.json,0.000254592,0.222222222,0.4,0.297974311,0.285714286,0.999636364,"[[    2     3]
 [    7 27488]]",16.70197897,0.001198821,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),pool,5,pool,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/pool/ms_tr500_all_te55_1_o5_s.csv,./Speech_risk/outputs/task-across/pool/both_ms_tr500_all_te55_1_o5_s_r100_s100data.json,./Speech_risk/outputs/task-across/pool/both_ms_tr500_all_te55_1_o5_s_r100_s100metrics.json,3.64E-05,0.666666667,0.4,0.516332047,0.5,0.999854545,"[[    2     3]
 [    1 27494]]",17.07731244,0.001217959,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),pool,5,pool,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/pool/ms_tr500_all_te55_1_o5_s_4.csv,./Speech_risk/outputs/task-across/pool/both_ms_tr500_all_te55_1_o5_s_4_r100_s100data.json,./Speech_risk/outputs/task-across/pool/both_ms_tr500_all_te55_1_o5_s_4_r100_s100metrics.json,0.000181851,0.166666667,0.2,0.182411496,0.181818182,0.999672727,"[[    1     4]
 [    5 27490]]",16.20355534,0.001227702,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),pool,5,pool,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/pool/ms_tr500_all_te55_1_o5_s_5.csv,./Speech_risk/outputs/task-across/pool/both_ms_tr500_all_te55_1_o5_s_5_r100_s100data.json,./Speech_risk/outputs/task-across/pool/both_ms_tr500_all_te55_1_o5_s_5_r100_s100metrics.json,0.000109111,0.25,0.2,0.223480744,0.222222222,0.999745455,"[[    1     4]
 [    3 27492]]",17.31861272,0.00155338,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),pool,5,pool,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/pool/ms_tr500_all_te55_1_o5_s_6.csv,./Speech_risk/outputs/task-across/pool/both_ms_tr500_all_te55_1_o5_s_6_r100_s100data.json,./Speech_risk/outputs/task-across/pool/both_ms_tr500_all_te55_1_o5_s_6_r100_s100metrics.json,0.000254592,0.125,0.2,0.157921226,0.153846154,0.9996,"[[    1     4]
 [    7 27488]]",16.63555907,0.001330696,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),pool,5,pool,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/pool/ms_tr500_all_te55_1_o5_s_7.csv,./Speech_risk/outputs/task-across/pool/both_ms_tr500_all_te55_1_o5_s_7_r100_s100data.json,./Speech_risk/outputs/task-across/pool/both_ms_tr500_all_te55_1_o5_s_7_r100_s100metrics.json,0.000109111,0.5,0.6,0.547632912,0.545454545,0.999818182,"[[    3     2]
 [    3 27492]]",17.23863783,0.001323896,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),pool,5,pool,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/pool/ms_tr500_all_te55_1_o5_s_9.csv,./Speech_risk/outputs/task-across/pool/both_ms_tr500_all_te55_1_o5_s_9_r100_s100data.json,./Speech_risk/outputs/task-across/pool/both_ms_tr500_all_te55_1_o5_s_9_r100_s100metrics.json,0.000218221,0,0,-0.000199212,nan,0.9996,"[[    0     5]
 [    6 27489]]",16.41842145,0.001355026,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),pool,5,pool,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/pool/ms_tr500_all_te55_1_o5_s_8.csv,./Speech_risk/outputs/task-across/pool/both_ms_tr500_all_te55_1_o5_s_8_r100_s100data.json,./Speech_risk/outputs/task-across/pool/both_ms_tr500_all_te55_1_o5_s_8_r100_s100metrics.json,0.000290962,0.272727273,0.6,0.404367874,0.375,0.999636364,"[[    3     2]
 [    8 27487]]",16.35657076,0.001514283,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),pool,5,pool,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/pool/ms_tr500_all_te55_1_o5_s_11.csv,./Speech_risk/outputs/task-across/pool/both_ms_tr500_all_te55_1_o5_s_11_r100_s100data.json,./Speech_risk/outputs/task-across/pool/both_ms_tr500_all_te55_1_o5_s_11_r100_s100metrics.json,0,1,0.4,0.632421031,0.571428571,0.999890909,"[[    2     3]
 [    0 27495]]",16.90908786,0.00124338,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),pool,5,pool,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/pool/ms_tr500_all_te55_1_o5_s_12.csv,./Speech_risk/outputs/task-across/pool/both_ms_tr500_all_te55_1_o5_s_12_r100_s100data.json,./Speech_risk/outputs/task-across/pool/both_ms_tr500_all_te55_1_o5_s_12_r100_s100metrics.json,0.000109111,0.4,0.4,0.399890889,0.4,0.999781818,"[[    2     3]
 [    3 27492]]",17.41119677,0.00133048,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),pool,5,pool,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/pool/ms_tr500_all_te55_1_o5_s_10.csv,./Speech_risk/outputs/task-across/pool/both_ms_tr500_all_te55_1_o5_s_10_r100_s100data.json,./Speech_risk/outputs/task-across/pool/both_ms_tr500_all_te55_1_o5_s_10_r100_s100metrics.json,0.000145481,0.333333333,0.4,0.365022204,0.363636364,0.999745455,"[[    2     3]
 [    4 27491]]",17.3449287,0.001309118,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),pool,5,pool,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/pool/ms_tr500_all_te55_1_o5_s_13.csv,./Speech_risk/outputs/task-across/pool/both_ms_tr500_all_te55_1_o5_s_13_r100_s100data.json,./Speech_risk/outputs/task-across/pool/both_ms_tr500_all_te55_1_o5_s_13_r100_s100metrics.json,0,1,0.2,0.447181069,0.333333333,0.999854545,"[[    1     4]
 [    0 27495]]",16.8342586,0.001410831,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),pool,5,pool,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/pool/ms_tr500_all_te55_1_o5_s_15.csv,./Speech_risk/outputs/task-across/pool/both_ms_tr500_all_te55_1_o5_s_15_r100_s100data.json,./Speech_risk/outputs/task-across/pool/both_ms_tr500_all_te55_1_o5_s_15_r100_s100metrics.json,0.000109111,0.25,0.2,0.223480744,0.222222222,0.999745455,"[[    1     4]
 [    3 27492]]",17.47290895,0.001351215,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),pool,5,pool,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/pool/ms_tr500_all_te55_1_o5_s_14.csv,./Speech_risk/outputs/task-across/pool/both_ms_tr500_all_te55_1_o5_s_14_r100_s100data.json,./Speech_risk/outputs/task-across/pool/both_ms_tr500_all_te55_1_o5_s_14_r100_s100metrics.json,0.000363702,0.166666667,0.4,0.257996965,0.235294118,0.999527273,"[[    2     3]
 [   10 27485]]",16.94796751,0.001236716,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),pool,5,pool,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/pool/ms_tr500_all_te55_1_o5_s_16.csv,./Speech_risk/outputs/task-across/pool/both_ms_tr500_all_te55_1_o5_s_16_r100_s100data.json,./Speech_risk/outputs/task-across/pool/both_ms_tr500_all_te55_1_o5_s_16_r100_s100metrics.json,0.000254592,0.222222222,0.4,0.297974311,0.285714286,0.999636364,"[[    2     3]
 [    7 27488]]",16.68051186,0.001178793,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),pool,5,pool,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/pool/ms_tr500_all_te55_1_o5_s_17.csv,./Speech_risk/outputs/task-across/pool/both_ms_tr500_all_te55_1_o5_s_17_r100_s100data.json,./Speech_risk/outputs/task-across/pool/both_ms_tr500_all_te55_1_o5_s_17_r100_s100metrics.json,0,nan,0,nan,nan,0.999818182,"[[    0     5]
 [    0 27495]]",17.20076007,0.001217645,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),pool,5,pool,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/pool/ms_tr500_all_te55_1_o5_s_19.csv,./Speech_risk/outputs/task-across/pool/both_ms_tr500_all_te55_1_o5_s_19_r100_s100data.json,./Speech_risk/outputs/task-across/pool/both_ms_tr500_all_te55_1_o5_s_19_r100_s100metrics.json,3.64E-05,0.5,0.2,0.316153012,0.285714286,0.999818182,"[[    1     4]
 [    1 27494]]",17.25096835,0.001266291,,,,,,,
